user_id,recommendations,recommended_categories,purchased_products,purchased_categories,precision@k
4385,"[6136, 9663, 4375, 7215, 7432]","['Food', 'Pets', 'Outdoor', 'Clothing']","[10, 31, 108, 177, 54]","['Food', 'Pets', 'Outdoor', 'Clothing']",0.8
4413,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[1, 3]","['Food', 'Toys']",1.0
4415,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4420,"[6136, 5369, 4375, 1794, 3160]","['Electronics', 'Home', 'Garden', 'Food', 'Clothing']","[162, 193, 135, 105, 60, 132, 37, 50, 32, 145]","['Electronics', 'Home', 'Garden', 'Safety', 'Smart Home', 'Food', 'Clothing']",0.8
4443,"[813, 4727, 4720, 7693, 9447]","['Toys', 'Kitchen']",[1],['Toys'],0.9
4445,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4450,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4455,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
4488,"[7693, 101, 9921, 3455, 9504]","['Books', 'Kitchen']",[2],['Kitchen'],0.9
4492,"[6136, 7215, 2277, 8138, 9599]",['Food'],"[3, 3]",['Food'],1.0
4528,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4539,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4562,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4579,"[6136, 9663, 5369, 1794, 7215]","['Food', 'Home', 'Garden', 'Outdoor']","[106, 38, 90, 198, 139, 105, 40, 150, 58, 14]","['Kitchen', 'Home', 'Garden', 'Food', 'Outdoor']",0.8
4582,"[6136, 193, 5369, 7693, 7215]","['Food', 'Home', 'Kitchen', 'Smart Home']","[39, 8, 172, 70, 86, 5]","['Kitchen', 'Home', 'Smart Home', 'Food', 'Furniture', 'Audio']",0.8
4583,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4589,"[6136, 7693, 7215, 2277, 9921]","['Food', 'Kitchen']","[2, 3, 2, 3]","['Food', 'Kitchen']",1.0
4597,"[6136, 7215, 7693, 2277, 9921]","['Food', 'Kitchen']","[3, 2, 3]","['Food', 'Kitchen']",1.0
4605,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 3, 2, 3]","['Food', 'Toys', 'Kitchen']",1.0
4628,"[7693, 101, 9921, 3455, 9504]","['Books', 'Kitchen']",[2],['Kitchen'],0.9
4639,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4648,"[9663, 7693, 5369, 3160, 9921]","['Home', 'Kitchen', 'Outdoor', 'Electronics']","[107, 14, 85, 122, 190, 106]","['Kitchen', 'Electronics', 'Home', 'Audio', 'Outdoor']",0.8
4651,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4656,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 2, 1, 1]","['Toys', 'Kitchen']",1.0
4657,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4677,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4679,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4688,"[6136, 101, 7215, 2277, 8138]","['Books', 'Food']","[3, 3]",['Food'],0.9
4696,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 2, 1, 2, 1]","['Toys', 'Kitchen']",1.0
4705,"[7693, 9921, 3455, 9504, 6136]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4715,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[1, 1, 3, 2]","['Food', 'Toys', 'Kitchen']",1.0
4723,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4726,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4738,"[7693, 9921, 3455, 6136, 9504]","['Food', 'Kitchen']",[2],['Kitchen'],0.9
4755,"[6136, 813, 7215, 7693, 101]","['Books', 'Food', 'Toys', 'Kitchen']","[1, 3, 1, 1, 2]","['Food', 'Toys', 'Kitchen']",0.9
4765,"[6136, 813, 7693, 7215, 7432]","['Food', 'Toys', 'Kitchen', 'Pets']","[180, 155, 164, 186, 117, 12, 187, 165, 55, 178]","['Food', 'Toys', 'Kitchen', 'Pets']",0.8
4768,"[6136, 813, 7693, 7215, 9921]","['Food', 'Toys', 'Kitchen']","[3, 3, 2, 1]","['Food', 'Toys', 'Kitchen']",1.0
4828,"[7693, 140, 9921, 3455, 9504]",['Kitchen'],[2],['Kitchen'],1.0
4830,"[140, 7693, 9921, 3455, 9504]",['Kitchen'],"[2, 2]",['Kitchen'],1.0
4832,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4881,"[813, 4727, 4720, 9447, 7339]","['Office', 'Toys']","[1, 1, 1]",['Toys'],0.9
4888,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[3, 3, 2]","['Food', 'Kitchen']",1.0
4890,"[6136, 7215, 2277, 8138, 9599]",['Food'],[3],['Food'],1.0
4917,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[1, 1, 2]","['Toys', 'Kitchen']",1.0
4928,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 3, 1]","['Food', 'Toys']",1.0
4945,"[813, 7693, 9921, 3455, 4727]","['Toys', 'Kitchen']","[2, 1, 1, 2]","['Toys', 'Kitchen']",1.0
4978,"[6136, 7693, 3160, 7215, 9921]","['Food', 'Kitchen', 'Electronics']","[193, 29, 184, 13, 133]","['Food', 'Kitchen', 'Electronics', 'Smart Home']",0.8
4986,"[813, 4727, 4720, 6136, 9447]","['Food', 'Toys']",[1],['Toys'],0.9
4987,"[6136, 7693, 7215, 9921, 2277]","['Food', 'Kitchen']","[2, 3]","['Food', 'Kitchen']",1.0
4999,"[813, 7693, 9921, 4727, 3455]","['Toys', 'Kitchen']","[2, 1]","['Toys', 'Kitchen']",1.0
5000,"[6136, 813, 7215, 2277, 4727]","['Food', 'Toys']","[3, 1]","['Food', 'Toys']",1.0
